codigo,denominacion,grupo_generico,clase
25229243,"SECADORA ELECTRICA PARA ROPA","25: ASEO Y LIMPIEZA","22: EQUIPO"
25229596,"SECADORA INDUSTRIAL PARA ROPA","25: ASEO Y LIMPIEZA","22: EQUIPO"
25229950,"SILLON DE METAL PARA PELUQUERIA","25: ASEO Y LIMPIEZA","22: EQUIPO"
25229966,"VAPORIZADOR AEREO/DE PARED PARA CABELLO","25: ASEO Y LIMPIEZA","22: EQUIPO"
25229974,"VAPORIZADOR FACIAL","25: ASEO Y LIMPIEZA","22: EQUIPO"
25229982,"VAPORIZADOR PEDESTAL/DE PIE PARA CABELLO","25: ASEO Y LIMPIEZA","22: EQUIPO"
25640001,"SILLON DE METAL PARA PELUQUERIA","25: ASEO Y LIMPIEZA","64: MOBILIARIO"
25641429,"CAMILLA PARA MAQUILLAJE","25: ASEO Y LIMPIEZA","64: MOBILIARIO"
25642143,"CARRO DE METAL AYUDANTE PARA PELUQUERIA","25: ASEO Y LIMPIEZA","64: MOBILIARIO"
25642857,"MESITA PARA MANICURA","25: ASEO Y LIMPIEZA","64: MOBILIARIO"
25644285,"SILLA ERGONOMICA PARA MASAJES","25: ASEO Y LIMPIEZA","64: MOBILIARIO"
25645713,"SILLON MASAJEADOR PARA PEDICURA","25: ASEO Y LIMPIEZA","64: MOBILIARIO"
25647141,"SILLON PARA LAVAR CABELLO","25: ASEO Y LIMPIEZA","64: MOBILIARIO"
25648569,"SILLON PARA MAQUILLAJE","25: ASEO Y LIMPIEZA","64: MOBILIARIO"
25649284,"SILLON PARA PEDICURA","25: ASEO Y LIMPIEZA","64: MOBILIARIO"
32220001,"VAPORIZADOR DE ALIMENTOS","32: COCINA Y COMEDOR","22: EQUIPO"
32220002,"LICUADORA MANUAL","32: COCINA Y COMEDOR","22: EQUIPO"
32220003,"DESHIDRATADOR DE ALIMENTOS","32: COCINA Y COMEDOR","22: EQUIPO"
32220013,"ABRELATA INDUSTRIAL","32: COCINA Y COMEDOR","22: EQUIPO"
32220025,AUTOCLAVE,"32: COCINA Y COMEDOR","22: EQUIPO"
32220050,"BATIDORA ELECTRICA","32: COCINA Y COMEDOR","22: EQUIPO"
32220404,"BATIDORA MECANICA","32: COCINA Y COMEDOR","22: EQUIPO"
32220580,"BOLEADORA DE MASA","32: COCINA Y COMEDOR","22: EQUIPO"
32220590,"CALENTADOR DE INMERSION","32: COCINA Y COMEDOR","22: EQUIPO"
32220668,"CAFETERA (MAYOR A 1/4 UIT)","32: COCINA Y COMEDOR","22: EQUIPO"
32220757,"CAFETERA ELECTRICA","32: COCINA Y COMEDOR","22: EQUIPO"
32221111,"CALENTADOR A GAS","32: COCINA Y COMEDOR","22: EQUIPO"
32221228,"CAMARA DE AHUMADO","32: COCINA Y COMEDOR","22: EQUIPO"
32221345,"CAMARA DE OREADO","32: COCINA Y COMEDOR","22: EQUIPO"
32221464,"CAMPANA EXTRACTORA ELECTRICA","32: COCINA Y COMEDOR","22: EQUIPO"
32221552,"CENTRIFUGA DE VERDURAS","32: COCINA Y COMEDOR","22: EQUIPO"
32221641,"COCINA (OTRAS)","32: COCINA Y COMEDOR","22: EQUIPO"
32221818,"COCINA A GAS","32: COCINA Y COMEDOR","22: EQUIPO"
32222171,"COCINA A KEROSENE","32: COCINA Y COMEDOR","22: EQUIPO"
32222348,"COCINA A PETROLEO","32: COCINA Y COMEDOR","22: EQUIPO"
32222525,"COCINA ELECTRICA","32: COCINA Y COMEDOR","22: EQUIPO"
32222702,"COCINA PARA HOT DOG","32: COCINA Y COMEDOR","22: EQUIPO"
32222790,"CONTENEDOR ISOTERMICO","32: COCINA Y COMEDOR","22: EQUIPO"
32222879,"CORTADORA DE ALIMENTOS","32: COCINA Y COMEDOR","22: EQUIPO"
32223055,"CORTADORA DE EMBUTIDOS - REBANADORA","32: COCINA Y COMEDOR","22: EQUIPO"
32223232,"CORTADORA DE JAMONADA","32: COCINA Y COMEDOR","22: EQUIPO"
32223409,"COSERVADOR ELECTRICO PARA HELADOS","32: COCINA Y COMEDOR","22: EQUIPO"
32223586,"CUCHILLO ELECTRICO","32: COCINA Y COMEDOR","22: EQUIPO"
32223762,"DISPENSADOR DE SALSAS","32: COCINA Y COMEDOR","22: EQUIPO"
32223939,"ESTUFA ELECTRICA","32: COCINA Y COMEDOR","22: EQUIPO"
32224116,"EXPRIMIDOR ELECTRICO","32: COCINA Y COMEDOR","22: EQUIPO"
32224293,"EXTRACTOR DE JUGOS","32: COCINA Y COMEDOR","22: EQUIPO"
32224646,FREIDORA,"32: COCINA Y COMEDOR","22: EQUIPO"
32224823,"FUENTE DE CHOCOLATE","32: COCINA Y COMEDOR","22: EQUIPO"
32225000,"HERVIDOR ELECTRICO","32: COCINA Y COMEDOR","22: EQUIPO"
32225354,"HORNILLA ELECTRICA","32: COCINA Y COMEDOR","22: EQUIPO"
32225707,HORNO,"32: COCINA Y COMEDOR","22: EQUIPO"
32225795,"HORNO ELECTRICO","32: COCINA Y COMEDOR","22: EQUIPO"
32225884,"HORNO ELECTRICO PASTELERO","32: COCINA Y COMEDOR","22: EQUIPO"
32226061,"HORNO MICROONDAS","32: COCINA Y COMEDOR","22: EQUIPO"
32226149,"HORNO PARA POLLO A LA BRASA","32: COCINA Y COMEDOR","22: EQUIPO"
32226238,"LAVADORA DE VAJILLA","32: COCINA Y COMEDOR","22: EQUIPO"
32226326,"LAVAVASOS MANUAL","32: COCINA Y COMEDOR","22: EQUIPO"
32226414,"LICUADORA ELECTRICA","32: COCINA Y COMEDOR","22: EQUIPO"
32226590,"LICUADORA INDUSTRIAL","32: COCINA Y COMEDOR","22: EQUIPO"
32226768,"LICUO EXTRACTOR","32: COCINA Y COMEDOR","22: EQUIPO"
32227121,"MAQUINA AMASADORA - SOBADORA","32: COCINA Y COMEDOR","22: EQUIPO"
32227475,"MAQUINA CHUPETERA","32: COCINA Y COMEDOR","22: EQUIPO"
32227651,"MAQUINA DIVISORA - CORTADORA DE MASA","32: COCINA Y COMEDOR","22: EQUIPO"
32227656,"MAQUINA ELECTRICA PARA CORTAR PAN","32: COCINA Y COMEDOR","22: EQUIPO"
32227661,"MAQUINA EXPENDEDORA DE BEBIDAS CALIENTES","32: COCINA Y COMEDOR","22: EQUIPO"
32227666,"MAQUINA EXPENDEDORA DE BEBIDAS FRIAS","32: COCINA Y COMEDOR","22: EQUIPO"
32227669,"MAQUINA EXPENDEDORA DE HELADOS - BARQUILLERA","32: COCINA Y COMEDOR","22: EQUIPO"
32227673,"MAQUINA INDUSTRIAL PELADORA DE ALIMENTOS","32: COCINA Y COMEDOR","22: EQUIPO"
32227695,"MAQUINA INDUSTRIAL PICADORA DE ALIMENTOS","32: COCINA Y COMEDOR","22: EQUIPO"
32227717,"MAQUINA PARA CAFE","32: COCINA Y COMEDOR","22: EQUIPO"
32227724,"MAQUINA PARA MOLER Y TRITURAR GRANOS O VERDURAS","32: COCINA Y COMEDOR","22: EQUIPO"
32227731,"MAQUINA RALLADORA DE QUESO","32: COCINA Y COMEDOR","22: EQUIPO"
32227739,MARMITA,"32: COCINA Y COMEDOR","22: EQUIPO"
32227784,"MOLINO ELECTRICO PARA CAFE","32: COCINA Y COMEDOR","22: EQUIPO"
32227829,"OLLA ARROCERA ELECTRICA","32: COCINA Y COMEDOR","22: EQUIPO"
32227917,"OLLA DE PRESION PARA BROASTER","32: COCINA Y COMEDOR","22: EQUIPO"
32228006,"PARRILLERA A GAS","32: COCINA Y COMEDOR","22: EQUIPO"
32228182,"PARRILLERA ELECTRICA","32: COCINA Y COMEDOR","22: EQUIPO"
32228299,"PELADORA DE PAPAS INDUSTRIAL","32: COCINA Y COMEDOR","22: EQUIPO"
32228416,"PICADORA DE PAPAS INDUSTRIAL","32: COCINA Y COMEDOR","22: EQUIPO"
32228536,"PICADOR ELECTRICO","32: COCINA Y COMEDOR","22: EQUIPO"
32228564,"PICATODO DE ALIMENTOS","32: COCINA Y COMEDOR","22: EQUIPO"
32228565,"PISTOLA AHUMADORA","32: COCINA Y COMEDOR","22: EQUIPO"
32228712,"PLANCHA FREIDORA","32: COCINA Y COMEDOR","22: EQUIPO"
32228800,"PRENSA PAPAS (MAYOR A 1/4 UIT)","32: COCINA Y COMEDOR","22: EQUIPO"
32228889,"PROCESADOR DE ALIMENTOS","32: COCINA Y COMEDOR","22: EQUIPO"
32228977,"QUEQUERA ELECTRICA","32: COCINA Y COMEDOR","22: EQUIPO"
32229065,SANDWICHERA,"32: COCINA Y COMEDOR","22: EQUIPO"
32229124,"SARTEN ELECTRICA","32: COCINA Y COMEDOR","22: EQUIPO"
32229183,"SARTEN VOLCABLE","32: COCINA Y COMEDOR","22: EQUIPO"
32229212,"TEMPLADOR DE CHOCOLATE","32: COCINA Y COMEDOR","22: EQUIPO"
32229213,"TERMO ELECTRICO","32: COCINA Y COMEDOR","22: EQUIPO"
32229214,"TRITURADOR DE CHOCOLATE","32: COCINA Y COMEDOR","22: EQUIPO"
32229228,"TERMO HERVIDOR ELECTRICO","32: COCINA Y COMEDOR","22: EQUIPO"
32229235,"TERMOSTATO DE INMERSION - RONER","32: COCINA Y COMEDOR","22: EQUIPO"
32229243,"TETERA ELECTRICA","32: COCINA Y COMEDOR","22: EQUIPO"
32229419,"TINA QUESERA","32: COCINA Y COMEDOR","22: EQUIPO"
32229596,"TOSTADOR ELECTRICO","32: COCINA Y COMEDOR","22: EQUIPO"
32229684,"TOSTADORA INDUSTRIAL","32: COCINA Y COMEDOR","22: EQUIPO"
32229728,"TRAMPA ELECTRICA PARA MOSCAS","32: COCINA Y COMEDOR","22: EQUIPO"
32229750,"TRITURADOR MIXER SEMI INDUSTRIAL","32: COCINA Y COMEDOR","22: EQUIPO"
32229773,"URNA PARA LIQUIDOS","32: COCINA Y COMEDOR","22: EQUIPO"
32229950,WAFLERA,"32: COCINA Y COMEDOR","22: EQUIPO"
32640050,ALACENA,"32: COCINA Y COMEDOR","64: MOBILIARIO"
32640462,"ALACENA DE MELAMINA","32: COCINA Y COMEDOR","64: MOBILIARIO"
32640875,"APARADOR DE MADERA","32: COCINA Y COMEDOR","64: MOBILIARIO"
32641700,"AZAFATES Y CHAROLAS DE METAL (MAYOR A 1/4 UIT)","32: COCINA Y COMEDOR","64: MOBILIARIO"
32643350,"CAMPANA EXTRACTORA METALICA","32: COCINA Y COMEDOR","64: MOBILIARIO"
32643384,"CARRITO ANTICUCHERO","32: COCINA Y COMEDOR","64: MOBILIARIO"
32643418,"CARRITO EMOLIENTERO","32: COCINA Y COMEDOR","64: MOBILIARIO"
32643435,"CARRITO PARA ALGODON DE AZUCAR","32: COCINA Y COMEDOR","64: MOBILIARIO"
32643453,"CARRITO PARA PALOMITAS DE MAIZ – POPCORN","32: COCINA Y COMEDOR","64: MOBILIARIO"
32643487,"CARRITO PARA POSTRES","32: COCINA Y COMEDOR","64: MOBILIARIO"
32643521,"CARRITO SALCHIPAPERO/POLLIPAPERO","32: COCINA Y COMEDOR","64: MOBILIARIO"
32643556,"CARRITO SANGUCHERO","32: COCINA Y COMEDOR","64: MOBILIARIO"
32643762,"GABINETE PARA CONSERVAR ALIMENTOS","32: COCINA Y COMEDOR","64: MOBILIARIO"
32644175,"GABINETE PARA REFRIGERADORA","32: COCINA Y COMEDOR","64: MOBILIARIO"
32645000,"HIELERA DE METAL (MAYOR A 1/4 UIT)","32: COCINA Y COMEDOR","64: MOBILIARIO"
32645137,"LECHERA (MAYOR A 1/4 UIT)","32: COCINA Y COMEDOR","64: MOBILIARIO"
32645275,"MESA METALICA PARA CONSERVAR ALIMENTOS CALIENTES","32: COCINA Y COMEDOR","64: MOBILIARIO"
32645550,"MESA METALICA PARA CONSERVAR ALIMENTOS FRIOS","32: COCINA Y COMEDOR","64: MOBILIARIO"
32645825,"MOSTRADOR DE MADERA PARA COCINA","32: COCINA Y COMEDOR","64: MOBILIARIO"
32646237,"MOSTRADOR DE MELAMINA PARA COCINA","32: COCINA Y COMEDOR","64: MOBILIARIO"
32646650,"MOSTRADOR DE METAL PARA COCINA","32: COCINA Y COMEDOR","64: MOBILIARIO"
32646787,"MUEBLE METALICO BARRA PARA ENSALADAS - SALAD BAR","32: COCINA Y COMEDOR","64: MOBILIARIO"
32646924,"MUEBLE METALICO LINEAL DE AUTOSERVICIO - TAVOLA","32: COCINA Y COMEDOR","64: MOBILIARIO"
32647062,PARRILLERO,"32: COCINA Y COMEDOR","64: MOBILIARIO"
32647475,"PORONGO TERMICO METALICO","32: COCINA Y COMEDOR","64: MOBILIARIO"
32648300,"REPOSTERO DE MADERA","32: COCINA Y COMEDOR","64: MOBILIARIO"
32648712,"REPOSTERO DE MELAMINA","32: COCINA Y COMEDOR","64: MOBILIARIO"
32649125,"REPOSTERO DE METAL Y MADERA","32: COCINA Y COMEDOR","64: MOBILIARIO"
32649537,"REPOSTERO DE METAL Y MELAMINA","32: COCINA Y COMEDOR","64: MOBILIARIO"
32649950,"REPOSTERO METALICO","32: COCINA Y COMEDOR","64: MOBILIARIO"
32649974,"VITRINA CALEFACTORA","32: COCINA Y COMEDOR","64: MOBILIARIO"
39220001,ARMONICA,"39: CULTURA Y ARTE","64: MOBILIARIO"
39220002,BIRIMBAO,"39: CULTURA Y ARTE","64: MOBILIARIO"
39220003,"CHARANGO ELECTROACUSTICO","39: CULTURA Y ARTE","64: MOBILIARIO"
39220004,CHILLADOR,"39: CULTURA Y ARTE","64: MOBILIARIO"
39220005,MAMAQUENA,"39: CULTURA Y ARTE","64: MOBILIARIO"
39220006,"MANDOLINA ELECTROACUSTICA","39: CULTURA Y ARTE","64: MOBILIARIO"
39220007,CHECO,"39: CULTURA Y ARTE","64: MOBILIARIO"
39220008,PINKULLO,"39: CULTURA Y ARTE","64: MOBILIARIO"
39220009,REPENIQUE,"39: CULTURA Y ARTE","64: MOBILIARIO"
39220010,"SILBATO DE SAMBA TRES TONOS","39: CULTURA Y ARTE","64: MOBILIARIO"
39220050,ACORDEON,"39: CULTURA Y ARTE","64: MOBILIARIO"
39220280,AEROGRAFO,"39: CULTURA Y ARTE","64: MOBILIARIO"
39220395,ANGEL,"39: CULTURA Y ARTE","64: MOBILIARIO"
39220452,"ARMONIO - MELODIO DE MADERA","39: CULTURA Y ARTE","64: MOBILIARIO"
39220510,ARPA,"39: CULTURA Y ARTE","64: MOBILIARIO"
39220519,BAJO,"39: CULTURA Y ARTE","64: MOBILIARIO"
39220528,"BAJO BARITONO","39: CULTURA Y ARTE","64: MOBILIARIO"
39220538,"BAJO ELECTRICO","39: CULTURA Y ARTE","64: MOBILIARIO"
39220567,BANDURRIA,"39: CULTURA Y ARTE","64: MOBILIARIO"
39220596,BANJO,"39: CULTURA Y ARTE","64: MOBILIARIO"
39220625,BARITONO,"39: CULTURA Y ARTE","64: MOBILIARIO"
39220683,BASTO,"39: CULTURA Y ARTE","64: MOBILIARIO"
39220741,"BATERIA MUSICAL","39: CULTURA Y ARTE","64: MOBILIARIO"
39220856,BOMBARDINO,"39: CULTURA Y ARTE","64: MOBILIARIO"
39220913,BOMBARDON,"39: CULTURA Y ARTE","64: MOBILIARIO"
39220971,BOMBO,"39: CULTURA Y ARTE","64: MOBILIARIO"
39221086,BONGO,"39: CULTURA Y ARTE","64: MOBILIARIO"
39221143,BUGLE,"39: CULTURA Y ARTE","64: MOBILIARIO"
39221258,"CAJA CHINA","39: CULTURA Y ARTE","64: MOBILIARIO"
39221286,"CAJITA RITMICA AFROPERUANA","39: CULTURA Y ARTE","64: MOBILIARIO"
39221315,"CAJON DE MADERA PARA MUSICA","39: CULTURA Y ARTE","64: MOBILIARIO"
39221372,"CALIZ (MAYOR A 1/4 UIT)","39: CULTURA Y ARTE","64: MOBILIARIO"
39221431,"CAMPANA METALICA","39: CULTURA Y ARTE","64: MOBILIARIO"
39221459,"CAMPANAS TUBULARES","39: CULTURA Y ARTE","64: MOBILIARIO"
39221488,CAMPANELLA,"39: CULTURA Y ARTE","64: MOBILIARIO"
39221502,"CARRILLON ALTO","39: CULTURA Y ARTE","64: MOBILIARIO"
39221516,"CARRILLON SOPRANO","39: CULTURA Y ARTE","64: MOBILIARIO"
39221530,CASCABEL,"39: CULTURA Y ARTE","64: MOBILIARIO"
39221545,CASTAÑUELAS,"39: CULTURA Y ARTE","64: MOBILIARIO"
39221573,CELLESTA,"39: CULTURA Y ARTE","64: MOBILIARIO"
39221602,CENCERRO,"39: CULTURA Y ARTE","64: MOBILIARIO"
39221632,CHAPCHAS,"39: CULTURA Y ARTE","64: MOBILIARIO"
39221662,CHARANGO,"39: CULTURA Y ARTE","64: MOBILIARIO"
39221777,CHEMBALO,"39: CULTURA Y ARTE","64: MOBILIARIO"
39221892,CITACA,"39: CULTURA Y ARTE","64: MOBILIARIO"
39222122,CLARIN,"39: CULTURA Y ARTE","64: MOBILIARIO"
39222352,CLARINETE,"39: CULTURA Y ARTE","64: MOBILIARIO"
39222467,CLARON,"39: CULTURA Y ARTE","64: MOBILIARIO"
39222525,"CLAVE MUSICAL","39: CULTURA Y ARTE","64: MOBILIARIO"
39222583,CLAVICORDIO,"39: CULTURA Y ARTE","64: MOBILIARIO"
39222813,CLAVINOVA,"39: CULTURA Y ARTE","64: MOBILIARIO"
39222870,"COCOS DE PERCUSION","39: CULTURA Y ARTE","64: MOBILIARIO"
39222928,CONGA,"39: CULTURA Y ARTE","64: MOBILIARIO"
39223043,CONTRABAJO,"39: CULTURA Y ARTE","64: MOBILIARIO"
39223100,CONTRAFAGOT,"39: CULTURA Y ARTE","64: MOBILIARIO"
39223158,CORNETA,"39: CULTURA Y ARTE","64: MOBILIARIO"
39223186,"CORNETA DOBLE TUBO","39: CULTURA Y ARTE","64: MOBILIARIO"
39223214,CORNETIN,"39: CULTURA Y ARTE","64: MOBILIARIO"
39223242,CORNETON,"39: CULTURA Y ARTE","64: MOBILIARIO"
39223273,CORNO,"39: CULTURA Y ARTE","64: MOBILIARIO"
39223330,"CORNO FRANCES","39: CULTURA Y ARTE","64: MOBILIARIO"
39223387,"CORNO INGLES","39: CULTURA Y ARTE","64: MOBILIARIO"
39223415,"CORTINA MUSICAL","39: CULTURA Y ARTE","64: MOBILIARIO"
39223444,CROTALOS,"39: CULTURA Y ARTE","64: MOBILIARIO"
39223473,CUATRO,"39: CULTURA Y ARTE","64: MOBILIARIO"
39223503,FAGOT,"39: CULTURA Y ARTE","64: MOBILIARIO"
39223618,FANFARRIA,"39: CULTURA Y ARTE","64: MOBILIARIO"
39223734,FLAUTA,"39: CULTURA Y ARTE","64: MOBILIARIO"
39223738,"FLAUTA BAJO","39: CULTURA Y ARTE","64: MOBILIARIO"
39223742,"FLAUTA DE PAN","39: CULTURA Y ARTE","64: MOBILIARIO"
39223746,"FLAUTA DULCE","39: CULTURA Y ARTE","64: MOBILIARIO"
39223750,"FLAUTA SOPRANO","39: CULTURA Y ARTE","64: MOBILIARIO"
39223754,"FLAUTA TRANSVERSAL","39: CULTURA Y ARTE","64: MOBILIARIO"
39223762,FLAUTIN,"39: CULTURA Y ARTE","64: MOBILIARIO"
39223769,FLEXATONO,"39: CULTURA Y ARTE","64: MOBILIARIO"
39223776,GLOCKENSPIEL,"39: CULTURA Y ARTE","64: MOBILIARIO"
39223791,GONG,"39: CULTURA Y ARTE","64: MOBILIARIO"
39223849,GUIRO,"39: CULTURA Y ARTE","64: MOBILIARIO"
39223964,"GUITARRA ACUSTICA","39: CULTURA Y ARTE","64: MOBILIARIO"
39224194,"GUITARRA ELECTRICA","39: CULTURA Y ARTE","64: MOBILIARIO"
39224424,"GUITARRA ELECTRO ACUSTICA","39: CULTURA Y ARTE","64: MOBILIARIO"
39224462,"GUITARRA ELECTRONICA","39: CULTURA Y ARTE","64: MOBILIARIO"
39224481,GUITARRON,"39: CULTURA Y ARTE","64: MOBILIARIO"
39224501,"HI HAT","39: CULTURA Y ARTE","64: MOBILIARIO"
39224520,HUANCARA,"39: CULTURA Y ARTE","64: MOBILIARIO"
39224539,HUARIPOLA,"39: CULTURA Y ARTE","64: MOBILIARIO"
39224578,"LATIGO PARA MUSICA","39: CULTURA Y ARTE","64: MOBILIARIO"
39224655,LAUD,"39: CULTURA Y ARTE","64: MOBILIARIO"
39224885,LIRA,"39: CULTURA Y ARTE","64: MOBILIARIO"
39225000,MAITA,"39: CULTURA Y ARTE","64: MOBILIARIO"
39225115,MANDOLINA,"39: CULTURA Y ARTE","64: MOBILIARIO"
39225230,MARACA,"39: CULTURA Y ARTE","64: MOBILIARIO"
39225345,MARIMBA,"39: CULTURA Y ARTE","64: MOBILIARIO"
39225576,METALOFONO,"39: CULTURA Y ARTE","64: MOBILIARIO"
39225599,"METALOFONO ALTO","39: CULTURA Y ARTE","64: MOBILIARIO"
39225622,"METALOFONO BAJO","39: CULTURA Y ARTE","64: MOBILIARIO"
39225645,"METALOFONO INTRATONAL","39: CULTURA Y ARTE","64: MOBILIARIO"
39225668,"METALOFONO SOPRANO","39: CULTURA Y ARTE","64: MOBILIARIO"
39225691,"MOCEÑAS DE CAÑA","39: CULTURA Y ARTE","64: MOBILIARIO"
39225806,MONOCORDIO,"39: CULTURA Y ARTE","64: MOBILIARIO"
39225921,NAPOLEON,"39: CULTURA Y ARTE","64: MOBILIARIO"
39226036,OBOE,"39: CULTURA Y ARTE","64: MOBILIARIO"
39226151,ORGANO,"39: CULTURA Y ARTE","64: MOBILIARIO"
39226266,"ORGANO DE PEDAL","39: CULTURA Y ARTE","64: MOBILIARIO"
39226381,"ORGANO ELECTROMECANICO","39: CULTURA Y ARTE","64: MOBILIARIO"
39226497,"ORGANO ELECTRONICO","39: CULTURA Y ARTE","64: MOBILIARIO"
39226554,"PALO DE LLUVIA","39: CULTURA Y ARTE","64: MOBILIARIO"
39226611,PANDERETA,"39: CULTURA Y ARTE","64: MOBILIARIO"
39226668,PANDERO,"39: CULTURA Y ARTE","64: MOBILIARIO"
39226697,PIANICA,"39: CULTURA Y ARTE","64: MOBILIARIO"
39226727,PIANO,"39: CULTURA Y ARTE","64: MOBILIARIO"
39226741,PIANOLA,"39: CULTURA Y ARTE","64: MOBILIARIO"
39226755,"PIANO DIGITAL","39: CULTURA Y ARTE","64: MOBILIARIO"
39226784,"PIANO ELECTRICO","39: CULTURA Y ARTE","64: MOBILIARIO"
39226842,PICOLO,"39: CULTURA Y ARTE","64: MOBILIARIO"
39226957,PLATILLO,"39: CULTURA Y ARTE","64: MOBILIARIO"
39227014,"PROGRAMADOR DIGITAL PARA MUSICA","39: CULTURA Y ARTE","64: MOBILIARIO"
39227042,PUTUTO,"39: CULTURA Y ARTE","64: MOBILIARIO"
39227071,QUENA,"39: CULTURA Y ARTE","64: MOBILIARIO"
39227128,"QUIJADA DE BURRO","39: CULTURA Y ARTE","64: MOBILIARIO"
39227131,RADANELA,"39: CULTURA Y ARTE","64: MOBILIARIO"
39227134,REQUINTO,"39: CULTURA Y ARTE","64: MOBILIARIO"
39227135,RONROCO,"39: CULTURA Y ARTE","64: MOBILIARIO"
39227136,ROTOTOM,"39: CULTURA Y ARTE","64: MOBILIARIO"
39227137,"SAXO ALTO","39: CULTURA Y ARTE","64: MOBILIARIO"
39227146,"SAXO BARITONO","39: CULTURA Y ARTE","64: MOBILIARIO"
39227155,"SAXO CLARON","39: CULTURA Y ARTE","64: MOBILIARIO"
39227164,"SAXO SOPRANO","39: CULTURA Y ARTE","64: MOBILIARIO"
39227173,"SAXO TENOR","39: CULTURA Y ARTE","64: MOBILIARIO"
39227187,SAXOFON,"39: CULTURA Y ARTE","64: MOBILIARIO"
39227244,"SISTEMA DE PERCUSION DIGITAL PORTATIL","39: CULTURA Y ARTE","64: MOBILIARIO"
39227301,SOUSAFON,"39: CULTURA Y ARTE","64: MOBILIARIO"
39227358,"TAM TAM - TAN TAN","39: CULTURA Y ARTE","64: MOBILIARIO"
39227417,TAMBOR,"39: CULTURA Y ARTE","64: MOBILIARIO"
39227455,"TAMBOR REDOBLANTE","39: CULTURA Y ARTE","64: MOBILIARIO"
39227494,TAMBORINE,"39: CULTURA Y ARTE","64: MOBILIARIO"
39227571,TARKA,"39: CULTURA Y ARTE","64: MOBILIARIO"
39227648,TAROLA,"39: CULTURA Y ARTE","64: MOBILIARIO"
39227763,"TECLADO ELECTRONICO DE MUSICA","39: CULTURA Y ARTE","64: MOBILIARIO"
39227878,TIMBAL,"39: CULTURA Y ARTE","64: MOBILIARIO"
39227897,"TIMPLE CANARIO","39: CULTURA Y ARTE","64: MOBILIARIO"
39227916,TINYA,"39: CULTURA Y ARTE","64: MOBILIARIO"
39227954,"TOC TOC","39: CULTURA Y ARTE","64: MOBILIARIO"
39228030,"TON TON","39: CULTURA Y ARTE","64: MOBILIARIO"
39228108,"TRIANGULO MUSICAL","39: CULTURA Y ARTE","64: MOBILIARIO"
39228338,TROMBON,"39: CULTURA Y ARTE","64: MOBILIARIO"
39228376,"TROMBON DE EMBOLO","39: CULTURA Y ARTE","64: MOBILIARIO"
39228415,"TROMBON DE LLAVES","39: CULTURA Y ARTE","64: MOBILIARIO"
39228492,"TROMBON DE VARA","39: CULTURA Y ARTE","64: MOBILIARIO"
39228530,"TROMPA MUSICAL","39: CULTURA Y ARTE","64: MOBILIARIO"
39228569,TROMPETA,"39: CULTURA Y ARTE","64: MOBILIARIO"
39228684,"TROMPETA DE VARA","39: CULTURA Y ARTE","64: MOBILIARIO"
39228799,TUBA,"39: CULTURA Y ARTE","64: MOBILIARIO"
39228914,TUMBA,"39: CULTURA Y ARTE","64: MOBILIARIO"
39228971,"VIBRA SLAP","39: CULTURA Y ARTE","64: MOBILIARIO"
39229029,VIBRAFONO,"39: CULTURA Y ARTE","64: MOBILIARIO"
39229144,VIHUELA,"39: CULTURA Y ARTE","64: MOBILIARIO"
39229259,VIOLA,"39: CULTURA Y ARTE","64: MOBILIARIO"
39229490,VIOLIN,"39: CULTURA Y ARTE","64: MOBILIARIO"
39229720,VIOLONCELLO,"39: CULTURA Y ARTE","64: MOBILIARIO"
39229835,WAJRAPUCO,"39: CULTURA Y ARTE","64: MOBILIARIO"
39229950,XILOFONO,"39: CULTURA Y ARTE","64: MOBILIARIO"
39229956,"XILOFONO ALTO","39: CULTURA Y ARTE","64: MOBILIARIO"
39229962,"XILOFONO BAJO","39: CULTURA Y ARTE","64: MOBILIARIO"
39229968,"XILOFONO SOPRANO","39: CULTURA Y ARTE","64: MOBILIARIO"
39229975,ZAMPOÑA,"39: CULTURA Y ARTE","64: MOBILIARIO"
39640050,"ADORNO DECORATIVO (MAYOR A 1/4 UIT)","39: CULTURA Y ARTE","64: MOBILIARIO"
39640325,"AGUAMANIL (MAYOR A 1/4 UIT)","39: CULTURA Y ARTE","64: MOBILIARIO"
39640600,ALTAR,"39: CULTURA Y ARTE","64: MOBILIARIO"
39640875,"ANDA PARA IMAGENES RELIGIOSAS","39: CULTURA Y ARTE","64: MOBILIARIO"
39641150,"ARTESANIA EN GENERAL (MAYOR A 1/4 UIT)","39: CULTURA Y ARTE","64: MOBILIARIO"
39641425,"BANQUETA PARA PIANO","39: CULTURA Y ARTE","64: MOBILIARIO"
39641700,"BUSTO DE MARMOL","39: CULTURA Y ARTE","64: MOBILIARIO"
39642250,"BUSTO DE METAL","39: CULTURA Y ARTE","64: MOBILIARIO"
39642525,"BUSTOS (OTROS)","39: CULTURA Y ARTE","64: MOBILIARIO"
39642662,"BUTACA PARA AUDITORIO","39: CULTURA Y ARTE","64: MOBILIARIO"
39642696,"CABALLETE DE MADERA PARA DIBUJO","39: CULTURA Y ARTE","64: MOBILIARIO"
39642730,"CABALLETE DE MADERA PARA ESCULTURA","39: CULTURA Y ARTE","64: MOBILIARIO"
39642764,"CABALLETE DE MADERA PARA PINTURA","39: CULTURA Y ARTE","64: MOBILIARIO"
